id;id_produto;n_serie;nm_fornecedor
357657;999958;5513975-2;cd service 03/01
357658;999958;2805100;cd service 03/01
357659;999958;5025520-7;cd service 03/01
357660;999958;26746883;cd service 03/01
357661;999958;2827339;cd service 03/01
357662;999958;5849062-1;cd service 03/01
357663;999958;2220134;cd service 03/01
357664;999958;2568679;cd service 03/01
357665;999958;2805608;cd service 03/01
357666;999958;17959152;cd service 03/01
357667;999958;17977550;cd service 03/01
357668;999958;53016025;cd service 03/01
357669;999958;6148577;cd service 03/01
357670;999958;5025509-6;cd service 03/01
357671;999958;2805086;cd service 03/01
357672;999958;5089419-6;cd service 03/01
357673;999958;5025518-5;cd service 03/01
357674;999958;5025511-8;cd service 03/01
357675;999958;48201821;cd service 03/01
357676;999958;6144646;cd service 03/01
357677;999958;5025514-2;cd service 03/01
357678;999958;17422507;cd service 03/01
357679;999958;44061323;cd service 03/01
357680;999958;6142892;cd service 03/01
357681;999958;5020461-1;cd service 03/01
357682;999958;2807236;cd service 03/01
357683;999958;2713021;cd service 03/01
357684;999958;2950366;cd service 03/01
357685;999958;6144644;cd service 03/01
357686;999958;2804440;cd service 03/01
357687;999958;2804654;cd service 03/01
357688;999958;5680611-6;cd service 03/01
357689;999958;2546730;cd service 03/01
357690;999958;5025516-9;cd service 03/01
357691;999958;6145005;cd service 03/01
357692;999958;5522708-2;cd service 03/01
