POSIÇÃO 	 CÓDIGO 	KVA	LP	SERIAL	FABRICANTE	ANO DE FABRICAÇÃO 	ENRROLAMENTO	INSPEÇÃO 
DT	397977	112,5	77197	130297	WEG	jun/98		
DT	397977	112,5AP	77243	130270	WEG	jul/98	COBRE	TRIF/AP
DT	397977	112,5AP	77470	130497	WEG	jul/98	COBRE	TRIF/AP
DT	397977	112,5	77729	130756	WEG	ago/98		
DT	397977	112,5AP	77781	130808	WEG	fev/98	COBRE	TRIF/AP
DT	397977	112,5	77985	131012	WEG	set/98		
DT	397977	112,5AP	78091	131118	WEG	fev/98	COBRE	
DT	397977	112,5AP	78112	131139	WEG	set/98	COBRE	TRIF/AP
DT	397977	112,5AP	78184	131184	WEG	set/98	COBRE	TRIF/AP
DT	397976	75AP	78300	122170	MEGA	mar/98	COBRE	TRIF/AP
DT	397976	75	78371	122241	MEGA	abr/98		
DT	397976	75AP	78544	122414	MEGA	mai/98	COBRE	TRIF/AP
DT	397976	75AP	78806	12676	MEGA	mai/98		
DT	397976	75AP	78830	122700	MEGA	mai/98	COBRE	TRIF/AP
DT	397976	75AP	78853	122723	MEGA	mai/98	COBRE	TRIF/AP
DT	397976	75AP	78888	12758	MEGA	fev/98	COBRE	TRIF/AP
DT	397976	75AP	78947	122817	MEGA	mai/98	COBRE	TRIF/AP
DT	397976	75	79002	122872	MEGA	mai/98		
DT	397976	75	79066	122936	ELETROTRAFO	fev/97	COBRE	
DT	397976	75AP	79079	122949	MEGA	mai/98	COBRE	TRIF/AP
DT	397976	75AP	79123	152993	MEGA	mai/98	COBRE	
DT	397976	75AP	79156	123026	MEGA	mai/98	COBRE	
DT	397976	75AP	79237	123107	MEGA	fev/98	COBRE	TRIF/AP
DT	397976	75AP	79336	123206	MEGA	jun/98	COBRE	PCB
DT	397976	75AP	79504	123374	MEGA	nov/98	COBRE	TRIF/AP
DT	397976	75AP	79505	123375	MEGA	ago/98	COBRE	TRIF/AP
DT	397976	75AP	79536	123406	ELETROTRAFO	jun/05	COBRE	
DT	397976	75AP	79563	123433	MEGA	set/98	COBRE	TRIF/AP
DT	397976	75AP	79616	123486	MEGA	set/98	COBRE	
DT	397976	75AP	79647	123517	MEGA	set/98	COBRE	TRIF/AP
DT	397976	75AP	79718	123588	MEGA	out/98	COBRE	
DT	397976	75AP	79752	123622	MEGA	jan/98	COBRE	TRIF/AP
DT	397973	75	79845	123716	WEG	fev/98	COBRE	TRIF
DT	397969	100	80229	233723	ROMAGNOLE	nov/89	COBRE	MONOFÁSICO
DT	396026	500	80309		CEMEC			
DT	396026	500	80349		CEMEC			
DT	396197	75	80418	191820	CEMEC	fev/99	COBRE	SUBTERRÃNEO
DT	396999	300	80426	191828	CEMEC	fev/98	COBRE	TRIF
DT	396027	500	80463	KA2010A013	TRAFO	fev/98		
DT	396027	500	80471		TRAFO			
DT	396027	500	80488	KA2010A033	TRAFO	fev/98	COBRE	SUBTERRÃNEO
DT	396029	1000	80607	188987	CEMEC	fev/98		
DT	397976	75AP	80812	132921	MEGA	fev/83	COBRE	PCB
DT	397973	75	80916	133025	TRAFO	fev/98	COBRE	TRIF
DT	397976	75AP	80918	133027	MEGA	dez/94	COBRE	
DT	397976	75AP	80953	133062	MEGA	out/98	COBRE	PCB
DT	397976	75AP	81162	133271	MEGA	out/98	COBRE	TRIF/AP
DT	397976	75AP	81275	133384	MEGA	dez/98	COBRE	TRIF/AP
DT	397976	75AP	81341	133450	MEGA	dez/98	COBRE	TRIF/AP
DT	397976	75	81373	133482	MEGA	fev/98	COBRE	
DT	397976	75AP	81432	133541	MEGA	dez/98	COBRE	TRIF/AP
DT	397976	75AP	81487	133596	MEGA	dez/98	COBRE	
DT	397976	75AP	81523	133632	MEGA	dez/98	COBRE	
DT	397976	75AP	81543	133652	MEGA	dez/98	COBRE	
DT	397976	75AP	81621	133730	MEGA	fev/98	COBRE	
DT	397977	112,5AP	82000	134109	MEGA	nov/98	COBRE	TRIF/AP
DT	397977	112,5	82188	134297	MEGA	mar/97	COBRE	
DT	397977	112,5AP	82195	134304	WEG	jun/98	COBRE	
DT	397977	112,5AP	82215	134324	WEG	jun/98	COBRE	TRIF/AP
DT	397977	112,5AP	82216	134925	MEGA	dez/98	COBRE	TRIF/AP
DT	397977	112,5AP	82229	134338	WEG	jun/98	COBRE	TRIF/AP
DT	397977	112,5AP	82238	134347	MEGA	nov/98	COBRE	TRIF/AP
DT	397977	112,5AP	82290	134399	MEGA	dez/98	COBRE	
DT	397977	112,5AP	82353	134462	MEGA	jan/97	COBRE	TRIF/AP
DT	397977	112,5AP	82669	134778	MEGA	dez/98		
DT	397977	112,5AP	82820	134929	MEGA	fev/98	COBRE	TRIF/AP
DT	397977	112,5AP	82934	135043	MEGA	fev/99	COBRE	TRIF/AP
DT	397977	112,5AP	83123	135473	MEGA	jan/99	COBRE	TRIF/AP
DT	397977	112,5	83196	135546	MEGA	mar/99		
DT	397976	75AP	83368	KA2064A161A	TRAFO	nov/98	COBRE	TRIF/AP
DT	397976	75AP	83445	KA2064A238A	TRAFO	nov/98	COBRE	TRIF/AP
DT	397976	75	83479	KA2064A272	TRAFO	jan/99		
DT	397976	75AP	83532	KA2064A325A	TRAFO	jan/99	COBRE	
DT	397976	75AP	83729	KA2065A122	TRAFO	mar/99	COBRE	TRIF/AP
DT	397976	75AP	83808	KA2065A201A	TRAFO	abr/99	COBRE	TRIF/AP
DT	397976	75AP	83816	KA2065A209A	TRAFO	mar/99	COBRE	TRIF/AP
DT	397976	75	83875	KA2065A268A	TRAFO	mar/99		
DT	397976	75	84006	KA2065A399	TRAFO	mar/99		
DT	397976	75	84011	KA2066A004A	TRAFO	abr/99		
DT	397976	75	84048	KA2066A041A	TRAFO	abr/99		
DT	397976	75AP	84114	KA2066A107	TRAFO	abr/99	COBRE	TRIF/AP
DT	322691	300	84119	145495	MEGA	fev/99	COBRE	SUBTERRÃNEO
DT	397976	75	84178	KA2066A1714	TRAFO	abr/99		
DT	397976	75AP	84354	KA2067A047A	MEGA	fev/97	COBRE	
DT	397976	75AP	84443	KA2067A136A	TRAFO	jul/99	COBRE	TRIF/AP
DT	397976	75	84455	KA2067A148A	TRAFO	jul/99		
DT	397976	75AP	84469	KA2067A162A	TRAFO	fev/99	COBRE	TRIF/AP
DT	397976	75AP	84625	KA2068A068A	TRAFO	jul/99	COBRE	
DT	397976	75AP	84656	KA2068A099A	TRAFO	fev/99	COBRE	TRIF/AP
DT	397977	112,5AP	84724	KA2069A067H	TRAFO	nov/98	COBRE	TRIF/AP
DT	397977	112,5AP	84798	KA2069141H	TRAFO	nov/98	COBRE	TRIF/AP
DT	397977	112,5AP	84892	KA2069A235	TRAFO	nov/98	COBRE	TRIF/AP
DT	397977	112,5	85158	KA2070A101	TRAFO	dez/98		
DT	397977	112,5	85218	134327	MEGA	nov/98		
DT	397977	112,5AP	85232	KA2070A175H	TRAFO	dez/98	COBRE	TRIF/AP
DT	397977	112,5AP	85287	KA2070A230A	TRAFO	dez/98	COBRE	TRIF/AP
DT	397977	112,5AP	85305	KA2070A248A	TRAFO	dez/98	COBRE	TRIF/AP
DT	397977	112,5	85313	KA2070A256H	TRAFO	dez/98		
DT	397977	112,5AP	85347	KA2070A290H	TRAFO	dez/98	COBRE	TRIF/AP
DT	397977	112,5AP	85352	KA2070A295H	TRAFO	dez/98	COBRE	TRIF/AP
DT	397977	112,5	85363	KA2070A306H	TRAFO	dez/98		
DT	397974	112,5	85407	KA2070A350	TRAFO	dez/98		
DT	397977	112,5	85623	KA2071A166H	TRAFO	jan/99		
DT	397977	112,5	85684	KA2071A227H	TRAFO	jan/99		
DT	397977	112,5AP	85841	KA2072A084H	TRAFO	fev/99	COBRE	
DT	397977	112,5AP	85851	KA2072A094H	TRAFO	fev/98	COBRE	TRIF/AP
DT	397977	112,5AP	85980	KA2027A223H	TRAFO	fev/99	COBRE	PCB
DT	397977	112,5AP	86025	KA2072A268H	TRAFO	fev/99	COBRE	
DT	397977	112,5	86094	KA2073A037	TRAFO	mar/99	COBRE	
DT	397977	112,5AP	86309	136816	MEGA	mar/99	COBRE	
DT	397977	112,5AP	86386	136893	MEGA	mar/99	COBRE	TRIF/AP
DT	397977	112,5	86495	137002	MEGA	abr/99		
DT	397977	112,5AP	86716	130908	WEG	abr/97	COBRE	TRIF/AP
DT	396197	75	86777	138925	MEGA	fev/99		
DT	396197	75	86779		MEGA	fev/99		
DT	397977	112,5AP	86866	144628	WEG	fev/99	COBRE	
DT	397977	112,5AP	86889	144651	WEG	mar/99	COBRE	
DT	397977	112,5AP	86958	144720	WEG	fev/97	COBRE	
DT	397977	112,5AP	87000	144762	WEG	mai/99	COBRE	
DT	397977	112,5AP	87017	144779	WEG	fev/99	COBRE	TRIF/AP
DT	397977	112,5AP	87026	144788	WEG	set/99	COBRE	TRIF/AP
DT	396027	500	87075	145451	MEGA	fev/99		
DT	397980	10	87411	277399	ROMAGNOLE	dez/99		
DT	397980	10	87483	277471	ROMAGNOLE	dez/99	COBRE	MONOFÁSICO
DT	397982	15	87630	277618	ROMAGNOLE	fev/99	COBRE	MONOFÁSICO
DT	397982	15	87714	277702	ROMAGNOLE	dez/99		
DT	397982	15	87963	278064	ROMAGNOLE	fev/99	COBRE	RURAL
DT	397980	10	88185	149364	ITB	nov/99	COBRE	
DT	397982	15	88381	148839	ITB	out/99	COBRE	
DT	397982	15	88479	149173	ITB	nov/99		
DT	397001	150	88647	151095	MEGA	fev/99	COBRE	SUBTERRÃNEO
DT	397982	15	88731	292869	ROMAGNOLE	fev/00		
DT	396198	150	89067	152232	MEGA	fev/00	COBRE	PEDESTAL
DT	397976	75AP	89193	153624	MEGA	set/00	COBRE	PCB
DT	397976	75AP	89304	153735	MEGA	set/00	COBRE	
DT	397976	75	89369	153800	MEGA	out/00		
DT	397976	75AP	89434	153865	MEGA	out/00	COBRE	
DT	397976	75AP	89583	154014	MEGA	out/00	COBRE	
DT	397977	112,5AP	89820	153485	MEGA	out/00	COBRE	PCB
DT	397976	75	90189	166420	WEG	set/00		
DT	397978	15	90517	15771	TRAFO	fev/88		
DT	397977	112,5	90587	167400	WEG	set/00		
DT	397977	112,5	90608	167421	WEG	fev/00		
DT	397977	112,5AP	90851	167664	WEG	out/00		
DT	397978	5	92321	176158	ITB	fev/97		
DT	397977	112,5AP	92610	156204	MEGA	nov/00		
DT	397976	75	92911	156505	MEGA	nov/00	COBRE	
DT	397977	112,5	92983	173933	WEG	fev/01		
DT	397978	5	93312	176149	ITB	out/00		
DT	397141	15	93317	166151	MEGA	jan/01		
DT	397001	150	93377	KA2464A007H	TRAFO	mai/01	COBRE	TRIF
DT	397143	45	93438	188664	ITB	mar/01	COBRE	
DT	397144	75	93638	188885	ITB	mar/01		
DT	397145	112,5	93725	188972	ITB	abr/01	COBRE	
DT	397972	45	93744	314677	ROMAGNOLE	fev/01	COBRE	TRIF
DT	397977	112,5AP	93988	177465	WEG	mai/99	COBRE	
DT	397977	112,5AP	94154	169787	MEGA	mai/01	COBRE	
DT	397977	112,5AP	94158	169791	MEGA	fev/01		
DT	397977	112,5AP	94299	169932	ABB	jan/01	COBRE	
DT	397977	112,5	94385	181568	WEG	dez/01		
DT	397146	25	94685	316641	ROMAGNOLE	fev/98	COBRE	SUCATA
DT	397976	75AP	94777	173705	ABB	ago/09	COBRE	PCB
DT	397143	45	95064	344109	ROMAGNOLE	mar/02	COBRE	
DT	397141	15	95193	344238	ROMAGNOLE	fev/02	COBRE	S/NÚCLEO
DT	397141	15	95197	344242	ROMAGNOLE	mar/02		
DT	334975	45AP	95367	212886	ITB	jan/02		
DT	397976	75AP	95582	188581	WEG	fev/02	COBRE	PCB
DT	397978	5	95607	144134	UNIÃO 	fev/88		
DT	397977	112,5	95695	189960	WEG	mai/02		
DT	397977	112,5	95842	219109	ITB	abr/02		
DT	397977	112,5AP	96049	220602	ITB	jan/93	COBRE	TRIF/AP
DT	397982	15	96359	148573	ITB	nov/99	COBRE	MONOFÁSICO
DT	313969	100	96419	377674	ROMAGNOLE	dez/02		
DT	397143	45	96518	388976	ROMAGNOLE	mar/05	COBRE	
DT	397974	112,5	96566	384048	ROMAGNOLE	mar/08		
DT	397971	30	96606	245163	ITB	jan/03		
DT	397971	30	96747	251528	ITB	jun/03		
DT	397142	30	97508	KA2767A067H	ELETROTRAFO	out/03	COBRE	S/NÚCLEO
DT	397142	45	97607	KA2768A021H	TRAFO	dez/03	COBRE	
DT	397974	112,5	97796	104108	ROMAGNOLE	dez/03	COBRE	PCB
DT	397976	75AP	97827	403992	ROMAGNOLE	dez/03		
DT	397973	75	98216	407557	ROMAGNOLE	fev/04	COBRE	TRIF
DT	397977	112,5AP	98497	276425	ELETROTRAFO	fev/99	COBRE	
DT	397974	112,5	98565	278870	ITB	jun/04		
DT	397974	112,5	98642	279329	ELETROTRAFO	abr/05	COBRE	TRIF
DT	397978	5	99185	43604	ROMAGNOLE	fev/05		
DT	397974	112,5	99404	451363	ROMAGNOLE	abr/05		
DT	397141	15	99446	451405	ROMAGNOLE	mai/05	COBRE	
DT	397982	15	99496	448300	ROMAGNOLE	mai/05		
DT	396999	300	102893	0	CEMEC	fev/10	COBRE	
DT	396999	300	103831	304021	CEMEC	fev/02		PEDESTAL
DT	396999	300	103850	0	CEMEC	fev/10	COBRE	
DT	396999	300	103859	304052	CEMEC	fev/07		PEDESTAL
DT	396026	500	109316	3305666	CEMEC	fev/09	COBRE	SUBTERRÃNEO
DT	396027	500	111687	336461	CEMEC	jan/09	ALUMINIO	
DT	396027	500	111710	336838	CEMEC	jan/10	ALUMINIO	
DT	396999	300	111790		ROMAGNOLE			
DT	396027	500	112686	340911	CEMEC	fev/10	ALUMINIO	
DT	396997	300	117694	307719	ABB	fev/10	ALUMINIO	TRIF
DT	396997	300	118592	314751	ABB	fev/10	ALUMINIO	SUBTERRÃNEO
DT	396026	500	118867	356181	CEMEC	fev/10		SUBTERRÃNEO
DT	396026	500	118874	356188	CEMEC	fev/10		SUBTERRÃNEO
DT	396997	300	119084	317139	ABB	fev/11	ALUMINIO	TRIF
DT	396097	300	119090	317145	ABB	fev/11	ALUMINIO	SUBTERRÃNEO
DT	396027	500	120363	318210	ABB	fev/80		SUBTERRÃNEO
DT	396998	1000	120437	323802	ABB	jun/11	ALUMINIO	
DT	395038	3000	121587	781708	ROMAGNOLE	fev/11	ALUMINIO	TRIF 3,0MVA
DT	314021	2000	121601	781698	ROMAGNOLE	fev/11	ALUMINIO	TRIF 3,0MVA
DT	396027	500	121820	358881	CEMEC	fev/11	ALUMINIO	
DT	396027	500	122253	321117	ABB	fev/11	ALUMINIO	SUBTERRÃNEO
DT	396997	300	124279	323951	ABB	fev/11	ALUMINIO	TRIF
DT	396997	300	124281	323953	ABB	fev/11	ALUMINIO	SUBTERRÃNEO
DT	396027	500	127539	36743	CEMEC	fev/11	ALUMINIO	
DT	396029	1000	127611	367705	CEMEC	jan/11	ALUMINIO	
DT	396999	300	131898	822464	ROMAGNOLE	mar/12	ALUMINIO	TRIF
DT	396027	500	131912	336058	ABB	fev/12	ALUMINIO	SUBTERRÃNEO
DT	396997	300	131961	328677	ABB	fev/11	ALUMINIO	SUBTERRÃNEO
DT	396997	300	132397	337446	ABB	jan/13	ALUMINIO	SUBTERRÃNEO
DT	396997	300	135341	400478	ABB	fev/11		SUBTERRÃNEO
DT	396027	500	136889	404282	ABB	fev/13	ALUMINIO	SUBTERRÃNEO
DT	395038	3000	137826	867886	ROMAGNOLE	fev/13		
DT	396028	100	137828	404745	ABB	mar/13	ALUMINIO	
DT	396030	150	138906	404889	ABB	fev/13	ALUMINIO	TRIF
DT	396997	300	140270	876508	ROMAGNOLE	jun/13	ALUMINIO	TRIF
DT	395038	3000	141239	51610104	COMTRAFO	fev/13	ALUMINIO	
DT	395038	3000	141240	51610201	COMTRAFO	fev/13	ALUMINIO	TRIF 3,0MVA
DT	396026	500	141248	53290107	TRAFO	fev/13	ALUMINIO	SUBTERRÃNEO
DT	396026	500	141264	55220103	TRAFO	fev/13	ALUMINIO	
DT	396026	500	141271	55220110	COMTRAFO	fev/13	ALUMINIO	SUBTERRÃNEO
DT	396026	500	143205	405773	ABB	fev/11		SUBTERRÃNEO
DT	396026	500	143206	405774	ABB	fev/14		
DT	395038	3000	145195	86750302	COMTRAFO	fev/14	ALUMINIO	TRIF 3,0MVA
DT	395038	3000	145723	101360403	COMTRAFO	jan/14	ALUMINIO	S/OLÈO
DT	395038	3000	145726	101360502	COMTRAFO	jan/14	ALUMINIO	TRIF 3,0MVA
DT	396026	500	145764	406011	ABB	fev/14	ALUMINIO	SUBTERRÃNEO
DT	396026	500	145769	406016	ABB	fev/14	ALUMINIO	SUBTERRÃNEO
DT	396027	500	145783	237181	ITAIPU	mai/14	ALUMINIO	
DT	396997	300	145805		WEG	fev/14		
DT	396997	300	149583	969966	ROMAGNOLE	fev/15	ALUMINIO	SUBTERRÃNEO
DT	396030	150	150197	ILEGIVEL	ROMAGNOLE	fev/15	ALUMINIO	TRIF
DT	396026	500	151371	406926	ABB	abr/15	ALUMINIO	
DT	395038	3000	151999	1581100105	COMTRAFO	fev/15	ALUMINIO	TRIF 3,0MVA
DT	395038	3000	152003	159100109	COMTRAFO	fev/15	ALUMINIO	TRIF 3,0MVA
DT	396999	300	155133	15044009	ROMAGNOLE	fev/15	ALUMINIO	TRIF
DT	395038	3000	155383	193330103	COMTRAFO	fev/16		
DT	395038	3000	155384	193330201	COMTRAFO	fev/16		
DT	395038	3000	155385	193330202	COMTRAFO	fev/16	ALUMINIO	TRIF 3,0MVA
DT	395038	3000	155389	ILEGIVEL	COMTRAFO	fev/15	ALUMINIO	TRIF 3,0MVA
DT	396029	1000	156966	408997	ABB	fev/16	ALUMINIO	
DT	396997	500	157222	409213	ABB	jun/16	ALUMINIO	
DT	396029	1000	157475	409262	ABB	fev/16	ALUMINIO	
DT	397973	75	157487	291819	ITAIPU	jun/16	ALUMINIO	TRIF
DT	396999	300	157492	292101	ITAIPU	jun/16	ALUMINIO	TRIF
DT	396997	300	157681	ILEGIVEL	ABB	jan/15	ALUMINIO	TRIF
DT	396998	1000	157969	409375	ABB	set/16	ALUMINIO	
DT	395038	3000	158446	233270101	COMTRAFO	fev/16	ALUMINIO	3MVA
DT	395038	3000	158447	233270201	COMTRAFO	fev/16	ALUMINIO	TRIF 3,0MVA
DT	396026	500	159072	409645	ABB	fev/17	ALUMINIO	
DT	396027	500	159155	1071940	ROMAGNOLE	fev/17	ALUMINIO	SUBTERRÃNEO
DT	396997	300	159173	1071894	ROMAGNOLE	fev/17	ALUMINIO	SUBTERRÃNEO
DT	396996	300	160297	ILEGIVEL	ABB	fev/16	ALUMINIO	TRIF
DT	396996	300	160303	410044	ABB	fev/17	ALUMINIO	TRIF
DT	396026	500	162198	0	ABB	fev/18	ALUMINIO	
DT	396027	500	162213	410867	ABB	fev/17	ALUMINIO	SUBTERRÃNEO
DT	396997	300	164148	411248	ABB	fev/18	ALUMINIO	SUBTERRÃNEO
DT	395038	3000	164166	334166	ITAIPU	jan/18	ALUMINIO	TRIF 3,0MVA
DT	396996	300	164250	1141516	ROMAGNOLE	fev/18	ALUMINIO	TRIF
DT	396996	300	164251	1141517	ROMAGNOLE	fev/18	ALUMINIO	TRIF
DT	396030	150	164306	464247	TRAEL	fev/18	ALUMINIO	TRIF
DT	396030	150	164308	464249	TRAEL	fev/18	ALUMINIO	TRIF
DT	396027	500	165084	ILEGIVEL	ABB	fev/17	ALUMINIO	SUBTERRÃNEO
DT	396996	300	165463		ROMAGNOLE			
DT	396027	500	167113	412481	ABB	fev/19	ALUMINIO	SUBTERRÃNEO
DT	396997	300	167258	1182710	TRAFO	fev/19	ALUMINIO	SUBTERRÃNEO
DT	395038	3000	167725	362921	ITAIPU	fev/19	ALUMINIO	TRIF 3,0MVA
DT	395038	3000	167726	362922	ITAIPU	fev/21	ALUMINIO	TRIF 3,0MVA
DT	395038	3000	167855	363402	ITAIPU	jan/19	ALUMINIO	TRIF 3,0MVA
DT	395038	3000	168130	378246	ITAIPU	fev/19	ALUMINIO	TRIF 3,0MVA
DT	395038	3000	168132	378248	ITAIPU	fev/19	ALUMINIO	TRIF 3,0MVA
DT	395038	3000	170014	398384	ITAIPU	fev/20		
DT	396026	500	170554	1244725	ROMAGNOLE	jan/20	ALUMINIO	SUBTERRÃNEO
DT	396026	500	170558	1244729	ROMAGNOLE	jan/20	ALUMINIO	SUBTERRÃNEO
DT	396026	500	170561	1244732	ROMAGNOLE 	jul/20		SUBTERRÃNEO
DT	396029	1000	170575	1244743	ROMAGNOLE	jan/20	ALUMINIO	SUBTERRÃNEO
DT	395021	3000	170578	394359	ITAIPU	fev/20		
DT	395038	3000	170995	403402	ITAIPU	jan/20	ALUMINIO	TRIF 3,0MVA
DT	395038	3000	174475	1315101	ROMAGNOLE	out/21	ALUMINIO	TRIF 3,0MVA
DT	395037	3000	177845	1370148	ROMAGNOLE	fev/22	ALUMINIO	TRIF 3,0MVA
DT	396999	300	181006	140826	ROMAGNOLE	fev/23	ALUMINIO	PEDESTAL
DT	395037	3000	181787	573370102	COMTRAFO	fev/23		
DT	396997	300	183895		ROMAGNOLE			
PATIODT	397972	45	0	75444	MEGA	abr/94	COBRE	
PATIODT	397978	5	0	126299	TRAFO	dez/87	COBRE	
PATIODT	397976	75	0	109572	MEGA	ago/97	COBRE	
PATIODT	397976	75	0	123568	MEGA	out/98	COBRE	
PATIODT	397976	75	0	KA1673A398H	TRAFO	mar/97	COBRE	
PATIODT	397977	112,5	0	130785	WEG	ago/98	COBRE	
PATIODT	397977	112,5	0	83320	MEGA	nov/95	COBRE	
PATIODT	397977	112,5	0	130738	WEG	ago/98	COBRE	
PATIODT	397974	112,5	0	189990	WEG	fev/99	COBRE	
PATIODT	397976	75	0	120427	MEGA	mar/98	COBRE	
PATIODT	397976	75	0	KA2066A097A	TRAFO	abr/99	COBRE	
PATIODT	397976	75	0	122163	MEGA	mar/98	COBRE	
PATIODT	397980	10	0	125873	TRAFO	out/07	COBRE	
PATIODT	397980	10	0	814970	UNIÃO	mar/84	COBRE	
PATIODT	397976	75	0	KA1385A234H	TRAFO	dez/95		
PATIODT	397976	75	75589	120108	MEGA	mar/98	COBRE	
PATIODT	397974	112,5	77023	130123	WEG	jun/98		
PATIODT	397974	112,5	100917	400294	ITB	abr/06		
PATIODT	397973	75	101789	261526	ABB	fev/07	COBRE	
PATIODT	397974	112,5	103629	268783	ABB	dez/07	COBRE	
PATIODT	397974	112,5	107959	282679	ABB	dez/08	ALUMINIO	
PATIODT	397976	75	108438	690029	ROMAGNOLE	set/02		
PATIODT	397976	75	108668	690343	ROMAGNOLE	fev/09	COBRE	
SUCATA	397972	45	112917	737486	ROMAGNOLE	jan/10	FERRO	S/NÚCLEO
SUCATA	397976	75AP	114571	743910	ROMAGNOLE	mar/10	FERRO	S/NÚCLEO
SUCATA	397972	45	166008	1174740	ROMAGNOLE	fev/19	ALUMINIO	TRIF
SUCATA	397001	150	166523	1175982	ROMAGNOLE	abr/19	ALUMINIO	SUCATA
SUCATA	397942	30	166733	1180411	ROMAGNOLE	abr/19	ALUMINIO	TRIF
SUCATA	397001	150	168330	12006929	ROMAGNOLE	dez/19	ALUMINIO	SUCATA
	397977	112,5	0	143130	WEG	jan/99		
	397978	5	0	79367	ITB	mar/97		
	397976	75	0	122619	MEGA	mai/98		
	397976	75	0	120146	MEGA	mar/98		
	397976	75	0	122172	MEGA	mar/98		
	397977	112,5	0	130492	WEG	jul/98		
	397973	75	0	70687	CEMEC	fev/82		
	397973	75	0	36461	COEMSA	fev/71		
	397973	75	0	36460	COEMSA	fev/71		
	397973	75	0	36458	COEMSA	fev/71		
	397973	75	0	16963	GORDON	fev/79		
	397973	75	0	32515	GORDON	fev/69		
	397973	75	0	16965	GORDON	fev/79		
	397973	75	0	16966	GORDON	fev/79		
	397974	112,5	0	22370	ASEA	fev/80		
	397971	30	0	32004	COEMSA	fev/69		
	397972	45	0	70967	CEMEC	out/83		
	397974	112,5	0	109973	MEGA	set/97		
	397976	75	0	KA2065A375A	TRAFO	mar/99		
	397973	75	6658	37546	ASEA	fev/80		
	397972	45	10369	122902	CEMEC	fev/82		
	397973	75	10637	70967	INDUSELET	dez/90		
	397968	75	11209	12355N4	INDUSELET	fev/89		
	397972	45	11801	22140	ASEA	fev/88		
	397972	45	11990	22337	ASEA	abr/98		
	397972	45	14267	12930-2	INDUSELET	mar/98		
	397972	45	14551	1293112	SUMARE	jul/89		
	397974	112,5	16317	31256	COEMSA	jun/05		
	397968	75	17138	13554	INDUSELET	fev/88		
	397974	112,5	20119	58404	SIEMENS	fev/95		
	397968	75	22790	66295	SIEMENS	mai/05		
	397971	30	25936	14291	CEMEC	fev/88		
	397972	45	28679	43802	COEMSA	fev/79		
	397969	100	29964	45611	COEMSA	mai/05		
	397971	30	30483	1450715	INDUSELET	fev/88		
	397144	75	30581	29500	GORDON	jan/76		
	397974	112,5	35328	800145956	TRAFO	jan/80		
	397969	100	40072	37548	ROMAGNOLE	mar/83		
	397969	100	40074	37550	ROMAGNOLE	mar/83		
	397969	100	41281	96100	NATIVA	jan/88		
	397971	30	42846	98639	TOSHIBA	jul/97		
	397972	45	43205	99009	TOSHIBA	set/84		
	397973	75	43244	99138	TOSHIBA	mai/84		
	397972	45	44566	07060-N	TRAFO	mai/85		
	397972	45	45155	79006	CEMEC	nov/85		
	397974	112,5	45200	79051	CEMEC	NAO85		
	397973	75	47459	8717189	TUSA	abr/87		
	397973	75	48525	24664	TRAFO	jul/06		
	397974	112,5	48639	KA0372A027A	TRAFO	nov/90		
	397972	45	49758	75834	NETBRAS	,AR98		
	397973	75	50140	154749	TRAFO	out/07		
	397976	75	50832	KA1673A342H	TRAFO	mar/97		
	397982	15	51432	156405	TRAFO	fev/88		
	397978	5	53347	215684	TOSHIBA	nov/88		
	397974	112,5	54130	525188	ITEL	fev/89		
	397147	50	54372	13749	GENERAL	fev/79		
	39780	10	55358	222464	TOSHIBA	fev/89		
	397973	75	55751	8925733	TUSA	jan/90		
	397974	112,5	55794	8925776	TUSA	jan/89		
	397971	30	56479		PROLEC	jun/05		
	397971	30	56570	ILEGIVEL	PROLEC	dez/90		
	397972	45	56624	201039	PROLEC	dez/90		
	397972	45	57225	NP0201640	PROLEC	fev/90		
	397972	45	57251	201666	PROLEC	dez/90		
	397973	75	58552	301742	PROLEC	dez/90		
	397973	75	58831	NP03011021	PROLEC	dez/90		
	397973	75	59007		PROLEC	jun/89		
	397974	112,5	59315	402180	TELDRA	jan/98		
	397973	75	60356	NP050124	PROLEC	jun/89		
	397973	75	60470	NP01335	PROLEC	dez/92		
	397969	100	60654	NP0601049	PROLEC	jun/89		
	397980	10	63898	73135	MEGA	fev/94		
	397971	30	64136	103517	WEG	abr/94		
	397972	45	64199	75421	MEGA	abr/94		
	397974	112,5	64941	KA1199A05H	TRAFO	out/94		
	397976	75	65769	KA1385A017H	TRAFO	nov/95		
	397977	112,5	66430	83337	MEGA	nov/96		
	397968	75	66689	KA1416A1404	TRAFO	nov/95		
	397977	112,5	66723	83180	MEGA	nov/95		
	397977	112,5	67017	9614444	TRAFO	mar/96		
	397977	112,5	67208	9614635	ABB	mai/96		
	397976	75	68034	KA1472A253H	TRAFO	jun/98		
	397976	75	68080	KA1472A299H	TRAFO	mai/98		
	397977	112,5	69047	100738	MEGA	jan/97		
	397977	112,5	69458	101149	MEGA	fev/97		
	397977	112,5	69528	101219	MEGA	fev/97		
	397977	112,5	71113	110268	MEGA	out/97		
	397977	112,5	71395	110550	MEGA	nov/97		
	397977	112,5	73001	125011	WEG	jan/98		
	397977	112,5	73989	127548	WEG	fev/98		
	397977	112,5	74101	127660	WEG	mar/98		
