Material	Texto breve material	Quantidade	Doc.material	Item doc.material	Tipo de movimento	Centro	Dep¢sito	Data do documento	Data de lanáamento	Unid.medida b†sica	Montante em MI	Texto cabeáalho documento	Pedido	UM pedido	Diagrama de rede
10011355	TUBO FLEX AC 1020 2POL 2M BTZERO	-3	4926840517	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-441,95	0216	4200435365	PEÄ	
10011355	TUBO FLEX AC 1020 2POL 2M BTZERO	-41	4926840517	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-6.040,00	0216	4200436296	PEÄ	
10011355	TUBO FLEX AC 1020 2POL 2M BTZERO	-34	4926840517	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-5.008,78	0216	4200439147	PEÄ	
10011355	TUBO FLEX AC 1020 2POL 2M BTZERO	-15	4926840517	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-2.209,76	0216	4200436869	PEÄ	
10011481	CANTONEIRA SUPORTE AUX RDC AC	-6	4926840384	31	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-500,07	0216	4200439147	PEÄ	
10011481	CANTONEIRA SUPORTE AUX RDC AC	-1	4926840384	33	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-83,34	0216	4200440817	PEÄ	
10011481	CANTONEIRA SUPORTE AUX RDC AC	-1	4926839368	31	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-83,34	0070	4200441146	PEÄ	
10011481	CANTONEIRA SUPORTE AUX RDC AC	-1	4926839368	29	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-83,34	0070	4200440814	PEÄ	
10011481	CANTONEIRA SUPORTE AUX RDC AC	-16	4926839368	27	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.333,51	0070	4200440229	PEÄ	
10011481	CANTONEIRA SUPORTE AUX RDC AC	-1	4926839368	25	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-83,34	0070	4200440229	PEÄ	
10011491	CANTONEIRA RET AC RDC	-11	4926839647	27	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-144,96	0070	4200440229	PEÄ	
10011491	CANTONEIRA RET AC RDC	-2	4926840521	35	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-26,36	0216	4200439147	PEÄ	
10012854	TRAFO AER BC 7,96KV 127V 1,5KVA 1F TV	-1	4926837999	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-3.517,96	0859	4200439534	PEÄ	
10012854	TRAFO AER BC 7,96KV 127V 1,5KVA 1F TV	-2	4926837997	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-7.035,91	0825	4200438523	PEÄ	
10012871	TRAFO AER 7,967KV 240/120V 50KVA 1F GV	-1	4926837997	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-10.101,37	0825	4200440164	PEÄ	
10012880	TRAFO AER 13,8KV 220/127V 15KVA 3F MV	-1	4926837999	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-5.775,81	0859	4200440167	PEÄ	
10012885	TRAFO AER 13,8KV 220/127V 150KVA 3F MV	-1	4926837998	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-14.022,07	0067	4200438123	PEÄ	
10013418	LUMINARIA LED 100W 70000H DIAM 50A70MM	-6	4926839647	29	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-2.942,16	0070	4200438923	PEÄ	
10014359	RELIGADOR VAC AUT 15KV 100A 1F ELET 4KA	-10	4926838949	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-202.785,97	0298	4200421871	PEÄ	
30000243	ELO FUSIVEL K 6A 500MM	-70	4926840224	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-363,30	0138	4200441147	PEÄ	
30000244	ELO FUSIVEL K 8A 500MM	-30	4926840224	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-160,93	0138	4200441147	PEÄ	
30000245	ELO FUSIVEL K 10A 500MM	-60	4926840224	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-323,21	0138	4200440473	PEÄ	
30000245	ELO FUSIVEL K 10A 500MM	-50	4926840224	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-269,34	0138	4200441147	PEÄ	
30000245	ELO FUSIVEL K 10A 500MM	-10	4926840521	37	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-53,87	0216	4200439147	PEÄ	
30000246	ELO FUSIVEL K 15A 500MM	-80	4926840224	21	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-430,96	0138	4200441147	PEÄ	
30000246	ELO FUSIVEL K 15A 500MM	-10	4926839647	31	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-53,87	0070	4200441146	PEÄ	
30000249	ELO FUSIVEL K 25A 500MM	-60	4926840224	23	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-463,20	0138	4200441147	PEÄ	
30000257	ELO FUSIVEL H 5A 500MM	-60	4926840224	25	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-278,52	0138	4200441147	PEÄ	
30000257	ELO FUSIVEL H 5A 500MM	-20	4926840521	39	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-92,84	0216	4200439147	PEÄ	
30000258	ELO FUSIVEL K 12A 500MM	-60	4926840224	27	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-322,30	0138	4200441147	PEÄ	
30000259	ELO FUSIVEL H 3A 500MM	-10	4926839647	33	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-49,32	0070	4200440229	PEÄ	
30000259	ELO FUSIVEL H 3A 500MM	-40	4926840224	29	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-197,27	0138	4200440815	PEÄ	
30000259	ELO FUSIVEL H 3A 500MM	-30	4926840012	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-147,95	0060	4200439832	PEÄ	
30000259	ELO FUSIVEL H 3A 500MM	-40	4926840012	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-197,27	0060	4200440137	PEÄ	
30000993	ALCA PREF DISTR CA CAA 4AWG	-10	4926839374	29	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-36,72	0070	4200440814	PEÄ	
30000993	ALCA PREF DISTR CA CAA 4AWG	-10	4926839374	27	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-36,72	0070	4200440229	PEÄ	
30001098	PORTA FUSIVEL TIPO C CZ 15KV 100A	-21	4926840380	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-2.314,43	0138	4200441147	PEÄ	
30001454	LUVA COB LUVA ISOL T:9,5	-8	4926840226	1	351	1300	1310	20/09/2022	20/09/2022	PAR	-318,40	0138	4200440815	PAR	
30002485	FREIO DESCENSOR AUTOBLOCANTE	-3	4926840378	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-2.659,60	0138	4200440815	PEÄ	
30002911	CJ IMPERMEAVEL GG	-1	4926840226	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-243,61	0138	4200441147	PEÄ	
30003017	ENVELOPE PE 400MM 484MM	-27	4926840377	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-100,71	0138	4200440815	PEÄ	
30003039	KIT PROTETOR FACIAL INCOLOR	-1	4926840852	1	351	1300	1310	20/09/2022	20/09/2022	CJ	-138,26	0138	4200433891	CJ	
30003039	KIT PROTETOR FACIAL INCOLOR	-6	4926840226	5	351	1300	1310	20/09/2022	20/09/2022	CJ	-829,56	0138	4200439145	CJ	
30003223	CAMISA OPERACIONAL ANTI CHAMA TAM P	-3	4926840852	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-727,29	0138	4200427576	PEÄ	
30003354	SUPORTE FIXACAO L AC 1020	-2	4926839647	35	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-59,80	0070	4200440814	PEÄ	
30003354	SUPORTE FIXACAO L AC 1020	-9	4926839647	37	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-269,08	0070	4200441146	PEÄ	
30003354	SUPORTE FIXACAO L AC 1020	-3	4926839647	39	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-89,69	0070	4200441146	PEÄ	
30003354	SUPORTE FIXACAO L AC 1020	-18	4926840521	41	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-538,16	0216	4200439147	PEÄ	
30003581	ARRUELA LISA QUAD AC 16MM 38MM	-50	4926840224	35	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-41,15	0138	4200440138	PEÄ	
30003581	ARRUELA LISA QUAD AC 16MM 38MM	-70	4926840224	33	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-57,60	0138	4200439145	PEÄ	
30003581	ARRUELA LISA QUAD AC 16MM 38MM	-70	4926840224	31	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-57,60	0138	4200437759	PEÄ	
30003581	ARRUELA LISA QUAD AC 16MM 38MM	-110	4926840013	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-90,52	0060	4200439137	PEÄ	
30003581	ARRUELA LISA QUAD AC 16MM 38MM	-60	4926839376	3	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-49,37	0070	4200438923	PEÄ	
30003581	ARRUELA LISA QUAD AC 16MM 38MM	-110	4926839376	5	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-90,52	0070	4200438923	PEÄ	
30003581	ARRUELA LISA QUAD AC 16MM 38MM	-40	4926839376	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-32,92	0070	4200438923	PEÄ	
30003581	ARRUELA LISA QUAD AC 16MM 38MM	-10	4926839376	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-8,23	0070	4200439144	PEÄ	
30003581	ARRUELA LISA QUAD AC 16MM 38MM	-120	4926839376	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-98,75	0070	4200440229	PEÄ	
30003581	ARRUELA LISA QUAD AC 16MM 38MM	-10	4926839376	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-8,23	0070	4200441146	PEÄ	
30003581	ARRUELA LISA QUAD AC 16MM 38MM	-170	4926840521	43	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-139,89	0216	4200438511	PEÄ	
30003581	ARRUELA LISA QUAD AC 16MM 38MM	-240	4926840521	45	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-197,50	0216	4200439147	PEÄ	
30003581	ARRUELA LISA QUAD AC 16MM 38MM	-260	4926839376	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-213,96	0070	4200438923	PEÄ	
30003581	ARRUELA LISA QUAD AC 16MM 38MM	-350	4926840013	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-288,02	0060	4200439137	PEÄ	
30003581	ARRUELA LISA QUAD AC 16MM 38MM	-50	4926840013	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-41,15	0060	4200438825	PEÄ	
30004637	CALÄA OPERACIONAL ANTI CHAMA TAM G	-15	4926840226	7	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-3.477,08	0138	4200419600	PEÄ	
30004637	CALÄA OPERACIONAL ANTI CHAMA TAM G	-20	4926840226	9	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-4.636,10	0138	4200430377	PEÄ	
30004639	CALÄA OPERACIONAL ANTI CHAMA TAM M	-15	4926840226	11	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-3.477,55	0138	4200438510	PEÄ	
30004752	CAMISA OPERACIONAL ANTI CHAMA TAM M	-15	4926840226	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-3.636,44	0138	4200435100	PEÄ	
30004752	CAMISA OPERACIONAL ANTI CHAMA TAM M	-15	4926840226	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-3.636,44	0138	4200425472	PEÄ	
30025124	CONECT ATER CUN HAST 14,3MM LG CU 16MM2	-114	4926840522	65	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.092,31	0216	4200439147	PEÄ	
30025124	CONECT ATER CUN HAST 14,3MM LG CU 16MM2	-3	4926840014	15	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-28,75	0060	4200440137	PEÄ	
30025124	CONECT ATER CUN HAST 14,3MM LG CU 16MM2	-6	4926839541	45	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-57,49	0070	4200440229	PEÄ	
30025124	CONECT ATER CUN HAST 14,3MM LG CU 16MM2	-3	4926840014	13	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-28,74	0060	4200439832	PEÄ	
30025124	CONECT ATER CUN HAST 14,3MM LG CU 16MM2	-21	4926839541	49	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-201,22	0070	4200440814	PEÄ	
30025124	CONECT ATER CUN HAST 14,3MM LG CU 16MM2	-156	4926839541	47	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.494,74	0070	4200440229	PEÄ	
30025124	CONECT ATER CUN HAST 14,3MM LG CU 16MM2	-30	4926840014	17	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-287,45	0060	4200440137	PEÄ	
30028093	LUVA POLIAMIDA COM BANHO NITR÷LICO T:10	-10	4926840226	17	351	1300	1310	20/09/2022	20/09/2022	PAR	-36,70	0138	4200440815	PAR	
30028386	ALCA PREF SERV CABO MULT NI 10A16MM2	-10	4926839374	31	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-15,10	0070	4200440814	PEÄ	
30028389	ALCA PREF SERV CABO MULT NI 70MM2	-10	4926840224	37	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-95,18	0138	4200439833	PEÄ	
30028389	ALCA PREF SERV CABO MULT NI 70MM2	-10	4926839374	33	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-95,18	0070	4200440229	PEÄ	
30028389	ALCA PREF SERV CABO MULT NI 70MM2	-20	4926839374	35	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-190,37	0070	4200440814	PEÄ	
30028389	ALCA PREF SERV CABO MULT NI 70MM2	-50	4926840012	19	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-475,92	0060	4200440813	PEÄ	
30028579	CONECTOR DER AL 4ENT PARAF FUS 4A35MM2	-20	4926839541	51	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-709,37	0070	4200440229	PEÄ	
30028579	CONECTOR DER AL 4ENT PARAF FUS 4A35MM2	-5	4926839541	53	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-177,34	0070	4200440814	PEÄ	
30028579	CONECTOR DER AL 4ENT PARAF FUS 4A35MM2	-32	4926840522	67	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.134,99	0216	4200439147	PEÄ	
30028581	CONECT ESTRAN TP 1 LG AL 16A25MM2	-4	4926840522	69	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-66,45	0216	4200439147	PEÄ	
30028984	ALCA PREF DISTR PROT 15KV 70MM2	-76	4926839374	37	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-569,30	0070	4200440229	PEÄ	
30028984	ALCA PREF DISTR PROT 15KV 70MM2	-9	4926840519	39	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-67,42	0216	4200440817	PEÄ	
30028984	ALCA PREF DISTR PROT 15KV 70MM2	-66	4926840519	37	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-494,39	0216	4200439147	PEÄ	
30028984	ALCA PREF DISTR PROT 15KV 70MM2	-27	4926840012	21	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-202,25	0060	4200440813	PEÄ	
30029506	CORDA SEG LINHA VIDA	-40	4926840226	19	351	1300	1310	20/09/2022	20/09/2022	M	-208,00	0138	4200440815	M	
30029736	CONECTOR PERF ESP HIBR 4-4/0AWG 16A95MM2	-10	4926839541	55	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-182,80	0070	4200440229	PEÄ	
30030066	EMENDA ELET AUT 21,15A50MM2	-31	4926840224	39	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-3.638,18	0138	4200441147	PEÄ	
30030067	EMENDA ELET AUT 53,47A85,02MM2	-3	4926840521	47	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-434,79	0216	4200440817	PEÄ	
30030067	EMENDA ELET AUT 53,47A85,02MM2	-2	4926839647	41	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-289,86	0070	4200440814	PEÄ	
30030067	EMENDA ELET AUT 53,47A85,02MM2	-1	4926840012	23	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-144,93	0060	4200440137	PEÄ	
30030069	EMENDA ELET AUT 168,2A185MM2	-10	4926840224	41	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-4.117,19	0138	4200439833	PEÄ	
30030915	ISOL ELETR PIN AUTOTRAV POLIM 15KV	-62	4926840521	49	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-1.272,44	0216	4200439147	PEÄ	
30031982	KIT MONTAGEM POSTE PBR MADEIRA	-200	4926840628	1	351	1300	1310	20/09/2022	20/09/2022	KIT	-53.306,54	0216	4200441272	KIT	
30032365	CAIXA MED ENER P/MED 1F 300,5MM 200MM	-200	4926840630	1	351	1300	1310	20/09/2022	20/09/2022	PEÄ	-6.332,99	0216	4200441272	PEÄ	
50003331	ALCA PREF CONCENTRICO 2X16MM2	-692	4926840519	41	351	1300	1310	20/09/2022	20/09/2022	PC	-5.574,01	0216	4200439147	PC	
50003331	ALCA PREF CONCENTRICO 2X16MM2	-270	4926840519	43	351	1300	1310	20/09/2022	20/09/2022	PC	-2.174,83	0216	4200439835	PC	
50003331	ALCA PREF CONCENTRICO 2X16MM2	-540	4926840519	45	351	1300	1310	20/09/2022	20/09/2022	PC	-4.349,66	0216	4200439835	PC	
50003331	ALCA PREF CONCENTRICO 2X16MM2	-103	4926840519	47	351	1300	1310	20/09/2022	20/09/2022	PC	-829,66	0216	4200440475	PC	
